alternative,score,Region,PLS,System,method,profile,rank
Accra_PLS100_PV+battery,0.9999885379011402,Accra,100,PV+battery,fuzzy_topsis,economic,213
Accra_PLS100_PV+battery,0.9999885379011402,Accra,100,PV+battery,fuzzy_topsis,economic,214
Accra_PLS100_PV+battery,0.9999885379011402,Accra,100,PV+battery,fuzzy_topsis,economic,215
Accra_PLS100_PV+battery,0.9999885379011402,Accra,100,PV+battery,fuzzy_topsis,economic,216
Accra_PLS100_PV+battery,0.9999884793777201,Accra,100,PV+battery,fuzzy_topsis,economic,217
Accra_PLS100_PV+battery,0.9999884793777201,Accra,100,PV+battery,fuzzy_topsis,economic,218
Accra_PLS100_PV+battery,0.9999884793777201,Accra,100,PV+battery,fuzzy_topsis,economic,219
Accra_PLS100_PV+battery,0.9999884793777201,Accra,100,PV+battery,fuzzy_topsis,economic,220
Accra_PLS100_PV+battery,0.9999884793777201,Accra,100,PV+battery,fuzzy_topsis,economic,221
Accra_PLS100_PV+battery,0.9999884793777201,Accra,100,PV+battery,fuzzy_topsis,economic,222
Accra_PLS100_PV+battery,0.9999884793777201,Accra,100,PV+battery,fuzzy_topsis,economic,223
Accra_PLS100_PV+battery,0.9999884793777201,Accra,100,PV+battery,fuzzy_topsis,economic,224
Accra_PLS100_PV+battery,0.9999884793777201,Accra,100,PV+battery,fuzzy_topsis,economic,225
Accra_PLS100_PV+battery,0.9999884504853648,Accra,100,PV+battery,fuzzy_topsis,economic,226
Accra_PLS100_PV+battery,0.9999884504853648,Accra,100,PV+battery,fuzzy_topsis,economic,227
Accra_PLS100_PV+battery,0.9999884504853648,Accra,100,PV+battery,fuzzy_topsis,economic,228
Accra_PLS100_PV+battery,0.9999884504853648,Accra,100,PV+battery,fuzzy_topsis,economic,229
Accra_PLS100_PV+battery,0.9999884504853648,Accra,100,PV+battery,fuzzy_topsis,economic,230
Accra_PLS100_PV+battery,0.9999884504853648,Accra,100,PV+battery,fuzzy_topsis,economic,231
Accra_PLS100_PV+battery,0.9999884504853648,Accra,100,PV+battery,fuzzy_topsis,economic,232
Accra_PLS100_PV+battery,0.9999884504853648,Accra,100,PV+battery,fuzzy_topsis,economic,233
Accra_PLS100_PV+battery,0.9999884504853648,Accra,100,PV+battery,fuzzy_topsis,economic,234
Lodwar_PLS100_PV+battery,0.9999881513454798,Lodwar,100,PV+battery,fuzzy_topsis,economic,235
Lodwar_PLS100_PV+battery,0.9999881513454798,Lodwar,100,PV+battery,fuzzy_topsis,economic,236
Lodwar_PLS100_PV+battery,0.9999881513454798,Lodwar,100,PV+battery,fuzzy_topsis,economic,237
Lodwar_PLS100_PV+battery,0.9999881513454798,Lodwar,100,PV+battery,fuzzy_topsis,economic,238
Lodwar_PLS100_PV+battery,0.9999881513454798,Lodwar,100,PV+battery,fuzzy_topsis,economic,239
Lodwar_PLS100_PV+battery,0.9999881513454798,Lodwar,100,PV+battery,fuzzy_topsis,economic,240
Lodwar_PLS100_PV+battery,0.9999881513454798,Lodwar,100,PV+battery,fuzzy_topsis,economic,241
Lodwar_PLS100_PV+battery,0.9999881513454798,Lodwar,100,PV+battery,fuzzy_topsis,economic,242
Lodwar_PLS100_PV+battery,0.9999881513454798,Lodwar,100,PV+battery,fuzzy_topsis,economic,243
Accra_PLS100_PV+battery,0.9999881064701591,Accra,100,PV+battery,fuzzy_topsis,economic,244
Accra_PLS100_PV+battery,0.9999881064701591,Accra,100,PV+battery,fuzzy_topsis,economic,245
Accra_PLS100_PV+battery,0.9999881064701591,Accra,100,PV+battery,fuzzy_topsis,economic,246
Accra_PLS100_PV+battery,0.9999881064701591,Accra,100,PV+battery,fuzzy_topsis,economic,247
Accra_PLS100_PV+battery,0.9999881064701591,Accra,100,PV+battery,fuzzy_topsis,economic,248
Accra_PLS100_PV+battery,0.9999881064701591,Accra,100,PV+battery,fuzzy_topsis,economic,249
Accra_PLS100_PV+battery,0.9999881064701591,Accra,100,PV+battery,fuzzy_topsis,economic,250
Accra_PLS100_PV+battery,0.9999881064701591,Accra,100,PV+battery,fuzzy_topsis,economic,251
Accra_PLS100_PV+battery,0.9999881064701591,Accra,100,PV+battery,fuzzy_topsis,economic,252
Lodwar_PLS100_PV+battery,0.9999873242907271,Lodwar,100,PV+battery,fuzzy_topsis,economic,253
Lodwar_PLS100_PV+battery,0.9999873242907271,Lodwar,100,PV+battery,fuzzy_topsis,economic,254
Lodwar_PLS100_PV+battery,0.9999873242907271,Lodwar,100,PV+battery,fuzzy_topsis,economic,255
Lodwar_PLS100_PV+battery,0.9999873242907271,Lodwar,100,PV+battery,fuzzy_topsis,economic,256
Lodwar_PLS100_PV+battery,0.9999873242907271,Lodwar,100,PV+battery,fuzzy_topsis,economic,257
Lodwar_PLS100_PV+battery,0.9999873242907271,Lodwar,100,PV+battery,fuzzy_topsis,economic,258
Lodwar_PLS100_PV+battery,0.9999873242907271,Lodwar,100,PV+battery,fuzzy_topsis,economic,259
Lodwar_PLS100_PV+battery,0.9999873242907271,Lodwar,100,PV+battery,fuzzy_topsis,economic,260
Lodwar_PLS100_PV+battery,0.9999873242907271,Lodwar,100,PV+battery,fuzzy_topsis,economic,261
Accra_PLS100_PV+battery,0.9999868968994063,Accra,100,PV+battery,fuzzy_topsis,economic,262
